city,province,latitude,longitude
struishoek,northern cape,-28.845035,17.262103
strydberg post,kwazulu natal,-30.610205,29.220571
strydenburg,northern cape,-29.94313,23.676003
strydfontein,kwazulu natal,-30.467768,29.111807
strydfontein,free state,-30.221281,26.255733
strydfontein,eastern cape,-30.798355,26.947665
strydfontein,gauteng,-25.637033,28.040381
strydfontein,north west,-25.045837,26.304178
strydkraal,limpopo,-24.470017,29.713806
strydom college,free state,-29.166667,26.783333
strydpoort,free state,-30.543028,26.605718
studholme,limpopo,-22.968531,29.969394
studtis,eastern cape,-33.545312,23.983182
stutterheim,eastern cape,-32.57076,27.423961
stuurmanspoort,northern cape,-30.763773,21.990811
stylrand,kwazulu natal,-27.8,31.233333
subridge,northern cape,-28.959166,22.515555
sugarbush,eastern cape,-30.818554,29.202893
suger bush,eastern cape,-30.818554,29.202893
suideinde,eastern cape,-33.973393,25.620363
suidelyn,free state,-30.159226,26.940531
suiderkruis,western cape,-34.057898,22.226938
suider-paarl,western cape,-33.768168,18.966352
suid-holland,limpopo,-23.890356,28.913758
suikerbostuin,north west,-25.833333,27.133333
suikersteek,northern cape,-28.366667,20.166667
suits me,kwazulu natal,-28.721915,32.04246
sukani,limpopo,-23.316667,30.716667
sukses,northern cape,-30.545989,21.693993
sulenkama,eastern cape,-31.017873,28.686056
sulphur springs,mpumalanga,-27.178711,31.095201
sulphur spring,mpumalanga,-27.178711,31.095201
sultanaoord,northern cape,-28.416139,21.458677
summer pride,free state,-29.205522,26.274465
summer pride,eastern cape,-30.695572,26.474169
summerstrand,eastern cape,-33.990685,25.66376
sumsare,limpopo,-23.187867,30.275624
sun city,north west,-25.346381,27.097333
sundrift,kwazulu natal,-30.729767,29.828351
sundumbili,kwazulu natal,-29.133711,31.397521
sunduza,eastern cape,-32.133333,28.683333
sunduzi,eastern cape,-32.133333,28.683333
sundwana,eastern cape,-31.472279,28.060803
sundwane,eastern cape,-31.472279,28.060803
sunkelsdrif,kwazulu natal,-27.3,30.683333
sunkels drift,kwazulu natal,-27.3,30.683333
sunlands,eastern cape,-33.936798,25.402285
sunland,eastern cape,-33.516667,25.616667
sunningdale,limpopo,-24.350113,29.250726
sunnyacres,western cape,-34.133333,18.383333
sunnycroft,western cape,-34.133333,18.383333
sunnydale,free state,-30.406799,26.66686
sunny ridge,eastern cape,-31.607249,26.628913
sunnyridge,eastern cape,-33.03989,27.8536
sunny seas,western cape,-34.360415,18.959282
sunnyside,kwazulu natal,-29.733333,29.766667
sunnyside,free state,-26.911664,27.469494
sunnyside,eastern cape,-31.337809,26.334916
sunnyside,gauteng,-25.757459,28.211326
sunnyside,western cape,-33.96999,18.517506
sunray,eastern cape,-32.627204,28.163629
sunridge park,eastern cape,-33.953986,25.529485
sunrise-on-sea,eastern cape,-32.919607,28.050271
sunrise,eastern cape,-33.096223,27.675438
sun valley farm,kwazulu natal,-29.833333,29.8
sun valley in,mpumalanga,-26.08582,28.713448
sun valley,western cape,-34.122855,18.397545
sunwich port,kwazulu natal,-30.663501,30.511416
supingstad,north west,-24.789433,26.054088
surats store,kwazulu natal,-29.65,30.533333
surats,kwazulu natal,-29.65,30.533333
surrey estates,western cape,-33.975708,18.544795
surrey estate,western cape,-33.975708,18.544795
surreyvale,kwazulu natal,-28.066667,31.033333
susannas rust,free state,-28.113014,28.111054
susterstroom,gauteng,-25.547049,28.947346
suswe,limpopo,-23.875022,28.694269
sutcliffe vale,eastern cape,-32.646102,28.206805
sutelong,north west,-25.15,27.966667
sutherland,kwazulu natal,-30.554006,29.791365
sutherland,northern cape,-32.394349,20.661067
sutton,northern cape,-27.431929,22.823837
suurberg,eastern cape,-31.180327,25.626646
suurbraak,western cape,-34.004425,20.654317
suurbult,free state,-29.506096,27.09849
suurfontein,eastern cape,-31.33085,26.15221
suurman,north west,-25.38097,28.225715
swaardraai,northern cape,-28.65,20.466667
swaelkrans,eastern cape,-31.359289,26.390287
swakfontein,eastern cape,-31.136923,26.962158
swale,limpopo,-24.461916,30.012904
swanepoelskraal,eastern cape,-33.44058,25.689706
swanepoelsrust,limpopo,-24.566667,27.983333
swane ridge,eastern cape,-30.945338,29.656995
swane,eastern cape,-30.946627,29.649401
swani ridge,eastern cape,-30.945338,29.656995
swartbaadjie,northern cape,-30.87745,22.161067
swartbaken,northern cape,-29.53267,21.351172
swartberg,kwazulu natal,-30.238399,29.340833
swartbooistad,north west,-25.26827,28.169312
swartbooistat,north west,-25.26827,28.169312
swartboom,north west,-25.039972,28.132196
swartdamstad,north west,-25.32379,28.048509
swartdamstat,north west,-25.32379,28.048509
swartfontein arbeidskolonie,mpumalanga,-25.206854,30.944757
swartfontein,free state,-27.933333,28.6
swartfontein,eastern cape,-30.711733,26.94642
swartfontein,mpumalanga,-25.206854,30.944757
swarthoogte,kwazulu natal,-28.483333,31.2
swartjan,free state,-29.153354,26.107743
swartklip,limpopo,-24.936025,27.158381
swartklip,western cape,-34.083333,18.683333
swartkopfonteinhek,north west,-24.866667,25.966667
swartkoplokasie,limpopo,-24.7,30.166667
swartkoppies,free state,-29.950314,25.49756
swartkoppies,northern cape,-28.45,22.966667
swartkopspan,northern cape,-29.3188,22.141085
swartkops,eastern cape,-33.864057,25.601104
swartkop,eastern cape,-30.861537,26.898077
swartkop,northern cape,-29.95,17.216667
swartlaagte,free state,-30.047745,26.520629
swartlaagte,eastern cape,-30.44431,27.482136
swartmodder,northern cape,-28.027398,20.552269
swartoup,northern cape,-28.961388,19.456754
swartruggens,north west,-25.650215,26.688564
swartspruit,gauteng,-25.72071,28.012323
swartwater,eastern cape,-31.674641,26.836143
swartwater,limpopo,-22.855711,28.201775
swartwater,western cape,-33.282574,18.263552
swazini,eastern cape,-30.65546,28.842828
sweetfontein,free state,-30.008388,26.830074
sweethome,north west,-27.428527,23.508592
sweetlayini,eastern cape,-31.75,27.716667
sweet valley,free state,-27.566658,29.694528
sweet valley,western cape,-34.048098,18.442507
sweetwaters,kwazulu natal,-29.016667,29.683333
sweet waters,kwazulu natal,-29.596007,30.266898
swelela,kwazulu natal,-27.75,32.283333
swellendam,western cape,-34.022624,20.441706
swesterpan,free state,-29.0854,25.686262
swinburne,free state,-28.34866,29.277582
swinburne,eastern cape,-33.915148,25.397057
swiss farm,western cape,-33.936598,19.110893
sybrandskraal,gauteng,-25.462606,28.638733
sydenham,kwazulu natal,-29.829938,30.991565
sydenham,eastern cape,-33.925263,25.60223
sydney on vaal,northern cape,-28.444544,24.315832
sydney,north west,-26.215543,23.115987
syferkuil,north west,-26.516667,26.416667
synmanskraal,eastern cape,-31.352688,26.802604
syoney-on-vaal,northern cape,-28.444544,24.315832
taaibosbult,north west,-26.878164,27.047408
tabamhlope,kwazulu natal,-29.1,29.6
tabane,free state,-29.252703,26.789695
tabankulu,eastern cape,-30.958745,29.302209
tabase nek,eastern cape,-31.560088,28.588976
tabase,eastern cape,-30.524965,28.327818
tabas,eastern cape,-30.524965,28.327818
tabazini,eastern cape,-31.746873,27.787516
table view,western cape,-33.819128,18.488102
tafalehashe,eastern cape,-32.023517,28.947452
tafalehashi,eastern cape,-32.023517,28.947452
tafamasi,kwazulu natal,-29.53553,30.856546
tafani,eastern cape,-31.76572,28.687469
tafelberg,eastern cape,-30.729141,26.860338
tafelehashe,eastern cape,-32.023517,28.947452
tafelkop,eastern cape,-31.515953,25.738998
tafelkop,limpopo,-25.051572,29.502192
tafeni,eastern cape,-31.532469,27.452416
tafu,free state,-28.833333,28.633333
tahiti,western cape,-31.537585,18.243976
takalani,limpopo,-22.866667,30.583333
takaneng,north west,-27.587104,24.614407
takazidrif,eastern cape,-32.530058,28.431594
takazi,eastern cape,-32.530058,28.431594
takkap,western cape,-33.979861,19.786256
talane,limpopo,-25.019835,29.794119
tala,eastern cape,-31.835974,28.970135
talavera,kwazulu natal,-29.278643,30.345307
talemofu,eastern cape,-32.0157,29.015345
taleni school,eastern cape,-32.133333,28.416667
taleni skool,eastern cape,-32.133333,28.416667
taleni,kwazulu natal,-30.69402,29.686767
taleni,eastern cape,-30.999933,29.198141
talfelkop,mpumalanga,-26.479486,29.767739
talla,free state,-28.981873,26.909635
talsen,free state,-28.012446,25.355524
tamacha,eastern cape,-32.962772,27.212097
tamaha,eastern cape,-32.962772,27.212097
tamara,eastern cape,-32.962772,27.212097
tamasikwa,north west,-27.612965,24.609708
tambekeni,eastern cape,-31.67344,28.359396
tambisha,mpumalanga,-25.216667,29.033333
tamboerskloof,western cape,-33.929411,18.404388
tandanani,kwazulu natal,-28.554815,31.055965
tandem,free state,-29.243877,27.527112
tanga,eastern cape,-31.265656,29.940194
tapoleng,eastern cape,-30.539567,27.360188
tarkabrug,eastern cape,-32.320233,25.743531
tarka se kop,northern cape,-29.625471,21.679036
tarkastad,eastern cape,-32.008927,26.259346
tarleni,eastern cape,-32.183333,28.416667
tarlton,gauteng,-26.083333,27.65
tasakani,mpumalanga,-24.616304,31.044327
taswana,eastern cape,-30.819741,29.933507
tatsi,eastern cape,-31.983333,27.533333
taungs,north west,-27.531126,24.786587
taung,limpopo,-23.711237,29.067664
taung,north west,-27.531126,24.786587
taylerville,eastern cape,-30.167465,29.062427
taylors,kwazulu natal,-29.677155,30.172857
taynult,eastern cape,-31.488395,27.926858
tay,north west,-26.485846,22.979763
teba,eastern cape,-32.73722,26.614197
teebus,northern cape,-31.366667,24.683333
tefgte,kwazulu natal,-30.216667,29.216667
tekoe skool,eastern cape,-32.376642,28.303164
tekort,north west,-26.683575,23.096237
teko springs,eastern cape,-32.376642,28.303164
tekweni,eastern cape,-31.658327,29.393259
tekwini,eastern cape,-31.658327,29.393259
telegap,eastern cape,-31.9,28.483333
telgte,kwazulu natal,-30.216667,29.216667
telle falls,eastern cape,-30.62815,27.829322
temba,north west,-25.381708,28.264376
tembeni,eastern cape,-31.05,29.583333
tembisa,gauteng,-25.996363,28.226802
tembugazi,eastern cape,-31.366948,29.241913
tembukazi,eastern cape,-31.366948,29.241913
tempe,free state,-29.092889,26.187314
templehorn,eastern cape,-30.788245,28.256317
templerhorne,eastern cape,-30.788245,28.256317
templerhorn,eastern cape,-30.788245,28.256317
templeton,eastern cape,-31.336519,26.377495
temple vale,eastern cape,-31.7,25.9
ten acre,gauteng,-26.254908,27.616228
tenby,north west,-26.866998,23.410937
teneriffe,eastern cape,-30.717031,26.666794
tenza,eastern cape,-32.02114,28.222868
teresa,eastern cape,-30.433333,27.466667
tereseng,eastern cape,-30.233333,28.583333
tergniet,western cape,-34.068374,22.194596
terveen,limpopo,-22.8842,28.980421
teslaarsdal,western cape,-34.333333,19.533333
tetema,gauteng,-25.65,28.85
teviot,eastern cape,-31.683333,25.616667
tevrede,free state,-29.080419,26.60143
teza,kwazulu natal,-28.516667,32.15
thaba chicha,eastern cape,-30.363901,28.392773
thaba chitja,eastern cape,-30.363901,28.392773
thabakgone,limpopo,-23.913776,29.808695
thabakhubedu,gauteng,-25.341457,29.251988
thabakhubelu,eastern cape,-30.654263,28.275364
thaba koloi,eastern cape,-30.582574,27.090148
thabaleboto,limpopo,-25.036187,29.718217
thabamoopo,limpopo,-24.283333,29.533333
thabanapitsi,limpopo,-24.616667,29.5
thabana,eastern cape,-30.379255,28.34357
thabana,mpumalanga,-25.079611,29.059902
thaba nchu,free state,-29.209325,26.838982
thabaneng,limpopo,-24.456087,29.49049
thabantsho,limpopo,-24.383333,30.05
thabantsjoe,free state,-29.209325,26.838982
thabantswana,north west,-25.683333,27.633333
thaba patchoa,free state,-29.314221,27.120024
thaba phashawa,free state,-29.314221,27.120024
thaba phatshawa,free state,-29.314221,27.120024
thaba phatshwa,free state,-29.314221,27.120024
thabaputsoa,eastern cape,-30.691645,28.444312
thaba-sione,north west,-26.354147,25.422689
thabazimbi,limpopo,-24.59165,27.411551
thabeng,eastern cape,-30.515314,28.638564
thabeng,north west,-25.136498,27.461493
thabina,limpopo,-23.966667,30.283333
thabong,free state,-27.958711,26.829902
thafa-lofefe,eastern cape,-32.430148,28.47425
thalahane,limpopo,-23.128441,28.970891
thalassa,free state,-29.415148,26.73513
thala,eastern cape,-32.484042,28.168492
thaleni school,eastern cape,-32.133333,28.416667
thaleni,eastern cape,-32.183333,28.416667
thamagane,limpopo,-24.388135,29.528053
thambokhulu,mpumalanga,-25.948136,31.899901
thamoanche,north west,-27.329608,23.440012
thamoyantshe,north west,-27.329608,23.440012
thandisizwe,kwazulu natal,-29.533333,30.433333
thaweni,eastern cape,-30.433333,28.683333
theareng,mpumalanga,-25.233266,29.117448
the bend store,northern cape,-28.6,24.566667
the bend,free state,-29.449156,26.050695
the bend,northern cape,-28.6,24.566667
the boulders,western cape,-34.197946,18.449242
thebus waters,eastern cape,-31.384937,25.680203
the carousel entertainment centre,limpopo,-25.305278,28.305556
the carousel,limpopo,-25.305278,28.305556
the cedars,kwazulu natal,-30.225768,30.646111
the chase,free state,-29.061355,25.723196
the cliff,free state,-29.490536,26.763655
the crags,western cape,-33.956462,23.474409
the downs,eastern cape,-31.516667,26.7
theerivier,western cape,-32.808826,19.083183
the glen,eastern cape,-31.104439,25.801874
the grove,kwazulu natal,-29.15,30.1
the gums,eastern cape,-30.333333,28.75
the hall,free state,-29.487697,26.052142
the haven,free state,-29.133845,27.531037
the haven,eastern cape,-32.238438,28.916258
the highlands,gauteng,-25.798056,28.290833
the hill,kwazulu natal,-29.827099,30.306303
the home kroon,eastern cape,-31.343817,28.183126
the homestead,western cape,-34,18.733333
the home,eastern cape,-31.343817,28.183126
the island,western cape,-34.053178,22.239383
the junction,free state,-30.657359,26.766641
thekane,north west,-25.655275,27.367266
the kowie,eastern cape,-33.590572,26.891037
thekwane,north west,-25.655275,27.367266
thelesho,north west,-25.983333,25.5
thelizolo,kwazulu natal,-26.85,32.8
thembalihle,kwazulu natal,-27.840316,29.997803
thembekeni,eastern cape,-30.590661,28.461765
thembeni,kwazulu natal,-28.290855,31.245565
thembeni,eastern cape,-30.550158,28.415026
the meadows,eastern cape,-31.533333,25.566667
the mill,eastern cape,-31.783333,27.033333
thendele,kwazulu natal,-29.375618,29.686958
thengwe,limpopo,-22.717479,30.552905
theoville,free state,-26.761496,27.753812
thepe,north west,-26.317762,25.222112
the point,kwazulu natal,-29.864712,31.041259
the poplars,free state,-29.50146,26.814007
the ranch,kwazulu natal,-28.833333,30.883333
the rest,kwazulu natal,-29.966667,30.383333
the retreat,eastern cape,-31.916667,26.966667
the ridge,kwazulu natal,-29.49458,29.578658
the rockeries,kwazulu natal,-29.67807,29.999394
the rocks,mpumalanga,-26,28.866667
theronsville,northern cape,-29.128299,19.394915
the sands,mpumalanga,-25.22765,31.078687
the springs,eastern cape,-33.70207,25.436584
theunispan,limpopo,-23.705301,27.267883
theunissen,free state,-28.410979,26.701068
theuns,mpumalanga,-26.677799,29.177228
the van wyks vlei settlement plan,northern cape,-30.3,21.833333
the village,kwazulu natal,-28.790945,32.097564
the village,gauteng,-26.400095,27.384816
the vlei,eastern cape,-31.172313,29.687645
the willows,free state,-29.253928,26.066131
the willows,eastern cape,-31.464612,27.780082
thlabane,north west,-25.6404,27.216476
thladistad,north west,-25.199382,28.04463
thohoyandou,limpopo,-22.945642,30.484972
thokwana,eastern cape,-30.657728,28.335129
tholeni,kwazulu natal,-28.420657,30.222181
tholo-mosilone,limpopo,-24.9,29.866667
tholongwe,limpopo,-23.965482,29.692782
thomasdale,north west,-27.110433,23.718916
thomas river,eastern cape,-32.451864,27.25292
thomasrivier,eastern cape,-32.451864,27.25292
thombothi,kwazulu natal,-27.185005,32.213609
thombo,eastern cape,-31.625296,29.391478
thomeng,north west,-27.694875,24.60376
thomo,limpopo,-23.243008,30.794225
thomson,eastern cape,-32.016667,28.55
thonsini,kwazulu natal,-29.968707,29.500883
thorley,free state,-29.518994,26.788498
thorndale,kwazulu natal,-30.698642,30.154972
thorndale,eastern cape,-32.715354,26.862219
thorndale,gauteng,-25.933333,27.516667
thorndale,limpopo,-23.55,29.666667
thorn drift,eastern cape,-32.333333,28.183333
thorneycroft,eastern cape,-31.930809,26.580245
thornham,kwazulu natal,-30.511373,29.5278
thornham,eastern cape,-33.975357,23.956095
thornlands,eastern cape,-31.783516,27.095274
thorn ridge,eastern cape,-32.916667,28.016667
thornton,western cape,-33.922449,18.536199
thornville junction,kwazulu natal,-29.735731,30.384707
thornville,kwazulu natal,-29.683333,30.483333
thornville,eastern cape,-31.976558,28.177539
thornwood,kwazulu natal,-29.856694,30.803952
thornwood,eastern cape,-31.940481,25.501811
thota va tau,north west,-28.066855,24.544372
thotayamoku,north west,-27.269264,23.704964
three anchor bay,western cape,-33.909067,18.395743
three rivers,gauteng,-26.654056,27.976208
three sisters,free state,-29.316667,26.9
thrings post,kwazulu natal,-29.210547,31.151386
thubisi,free state,-29.162554,26.757985
thulamahashi,limpopo,-24.724589,31.199389
thulani,limpopo,-24.638471,31.412371
thultwane,north west,-26.327549,25.160114
thulwe,north west,-25.22487,28.21306
thune,limpopo,-23.870047,29.836025
thupi,limpopo,-24.033333,28.983333
thurlough,kwazulu natal,-29.941713,30.402394
thusano,limpopo,-22.916667,29.016667
thusong,north west,-26.199413,25.601657
thutlane,limpopo,-23.786555,28.654762
thwalikhulu,eastern cape,-31.967646,28.976092
thwa,eastern cape,-30.819116,28.900155
tibanefontein,limpopo,-23.641568,29.012791
tibane,limpopo,-23.641568,29.012791
ticvo tavo,limpopo,-23.65,28.9
tiekiedraai,limpopo,-24.449998,29.741945
tienfontein,mpumalanga,-26.153721,29.784695
tieniesrand,free state,-29.620844,26.377851
tierhoek,free state,-30.485688,26.978643
tierhoek,eastern cape,-30.916667,26.65
tierpoort,gauteng,-25.870931,28.438568
tierputs,northern cape,-30.941575,21.837202
tigane,north west,-26.739402,26.421258
tigerhoek,eastern cape,-30.319598,29.629771
tiger ridge,eastern cape,-31.304388,26.878265
tiger river,free state,-29.115459,26.789454
