city,province,latitude,longitude
pama,eastern cape,-31.64682,27.468179
pamlaville,eastern cape,-30.106277,29.067554
pamona,free state,-26.915173,27.448465
pampa,kwazulu natal,-30.193663,30.310586
pampierstad,north west,-27.783235,24.687685
pampierstat,north west,-27.783235,24.687685
pampoenkraal,western cape,-34.075289,19.219585
pankop,mpumalanga,-25.1675,28.419167
panorama,kwazulu natal,-28.753827,31.891126
panorama,mpumalanga,-25.613142,30.528995
panpoort,gauteng,-25.736111,28.443333
pansdrif,north west,-25.557499,27.702482
pansdrift,north west,-25.557499,27.702482
pantydefaid,free state,-29.035046,26.117755
papazela,limpopo,-23.058803,30.544254
papendorp,western cape,-31.698748,18.209122
papfontein,free state,-29.36385,26.685563
papies vlei mission,western cape,-34.483333,19.583333
papiesvlei,western cape,-34.483333,19.583333
papkuil,northern cape,-28.479096,23.67318
pappa raas,northern cape,-30.537567,21.651223
paradise beach,eastern cape,-34.100381,24.891679
paradys,free state,-29.096622,26.837861
paradys,eastern cape,-31.126949,26.389712
parkhurst,gauteng,-26.138139,28.018238
parkmore,gauteng,-26.095959,28.037448
park rynie,kwazulu natal,-30.31586,30.74188
parktown,gauteng,-26.182052,28.026709
parkview,gauteng,-26.165288,28.024387
parkwood,western cape,-34.028863,18.4955
parow,western cape,-33.897228,18.599924
parowvallei,western cape,-33.912028,18.596846
parsonsheuwel,eastern cape,-33.933333,25.583333
parsons hill,eastern cape,-33.933333,25.583333
parys,free state,-26.903296,27.457268
paspalum,kwazulu natal,-30.491652,28.922446
patankala,eastern cape,-32.083333,28.966667
patantswane,limpopo,-24.928582,29.891569
pateni,kwazulu natal,-29.940525,30.14498
patensie,eastern cape,-33.760068,24.813833
patentie,eastern cape,-33.760068,24.813833
patent,limpopo,-23.95,29.983333
paternoster,western cape,-32.810159,17.891184
paterson,eastern cape,-33.440641,25.974102
pato's kop location,eastern cape,-33.25,27.316667
patryspan,northern cape,-29.477295,21.817807
patulweni's,eastern cape,-32.75,27.083333
patwa's,kwazulu natal,-30.816667,30.183333
paulpietersburg,kwazulu natal,-27.424263,30.816893
paul roux,free state,-28.29747,27.950424
paulshoek,northern cape,-30.365706,18.255815
pautlane,north west,-25.925433,23.587187
paviesvlei,western cape,-34.483333,19.583333
paxengwe,limpopo,-23.828468,29.136971
paxton,mpumalanga,-25.833333,29.183333
payneville,gauteng,-26.216667,28.466667
peacehaven,gauteng,-26.662702,27.946862
peace town,kwazulu natal,-28.450535,29.741938
pearly beach,western cape,-34.66277,19.496474
pearston,eastern cape,-32.582203,25.138318
peddie,eastern cape,-33.200592,27.113846
peelton,eastern cape,-32.766667,27.483333
pelandaba,eastern cape,-30.642265,27.562386
pelangwe,limpopo,-24.333333,29.783333
pelgrimsrus,mpumalanga,-24.905016,30.753335
pelgrims rust,eastern cape,-31.305735,25.754352
pelgrims rust,mpumalanga,-26.807834,28.785229
pelham,kwazulu natal,-29.630738,30.389496
pelindaba,kwazulu natal,-27.055146,32.550963
pelindaba,northern cape,-29.05,24.583333
pelindaba,north west,-25.783333,27.916667
pelindaba store,kwazulu natal,-27.055146,32.550963
pella mission,northern cape,-29.029363,19.155279
pella,northern cape,-29.029363,19.155279
pembroke,north west,-26.700552,23.866522
pender,north west,-26.937985,23.395366
penge myn,limpopo,-24.386888,30.288397
penge,limpopo,-24.386888,30.288397
penhill,western cape,-33.993096,18.733482
pen hoek,eastern cape,-30.545935,27.59711
peninghotsa,limpopo,-23.025064,30.837379
peninsula,eastern cape,-31.927366,26.829691
penryn,eastern cape,-31.422472,26.451731
penryn,north west,-26.878251,23.069245
pension farm,kwazulu natal,-28.672772,31.916972
pera ii,eastern cape,-33.28401,27.288507
percydale,gauteng,-25.773333,28.641667
perdefontein,free state,-29.423192,26.507696
perdekop,mpumalanga,-27.165752,29.623645
perdekraal,free state,-29.400613,26.466506
perdekraal,eastern cape,-31.362137,28.189997
perhamdown,eastern cape,-31.478092,27.321554
perridgevale,eastern cape,-33.933333,25.566667
perserance,eastern cape,-31.990103,25.553649
persida,mpumalanga,-26.189731,28.51218
perskebult,limpopo,-23.799275,29.352273
perth,north west,-26.460731,23.08361
petersburg,eastern cape,-32.311724,24.965013
petersburg,northern cape,-27.5,23.3
petersus,northern cape,-30.199231,21.464906
petit,gauteng,-26.098548,28.376438
petits hill,eastern cape,-33.5,23.633333
petronella,gauteng,-25.506111,28.251944
petrusburg,free state,-29.115975,25.414347
petruspan,free state,-29.003519,25.839447
petrus steyn,free state,-27.648479,28.130643
petrusville,northern cape,-30.081133,24.659305
pettits hill,eastern cape,-33.5,23.633333
pevensey place,kwazulu natal,-29.776122,29.588639
pewuleni mission,eastern cape,-32.883333,27.066667
phafula,limpopo,-23.572717,28.864102
phahameng,free state,-29.158449,26.242942
phahla,limpopo,-24.550119,29.945761
phake,mpumalanga,-25.145556,28.5075
phalaborwa,limpopo,-23.942987,31.141073
phalakubeni,limpopo,-23.559283,31.060045
phangindela,eastern cape,-31.816667,28.75
phanthom acres,western cape,-33.989744,22.978146
phantom acres,western cape,-33.989744,22.978146
phapheni,kwazulu natal,-27.25,32.183333
phaposane,north west,-26.563744,24.317467
phasha,mpumalanga,-25.324115,31.1119
phaswane,limpopo,-22.8,30.75
phatsane,limpopo,-23.939521,28.582619
phelandaba,kwazulu natal,-27.055146,32.550963
phepane,north west,-26.10547,23.319852
phepene,mpumalanga,-24.983333,30.433333
phetole,limpopo,-23.809988,28.982136
phetwane,limpopo,-24.760335,29.433811
pheuleni,eastern cape,-32.906587,27.039344
philadelphia,western cape,-33.665835,18.581233
philippi,western cape,-34.008747,18.542716
philippolis,free state,-30.265562,25.274273
philipsdale,western cape,-33.627493,19.558484
philipsrust,eastern cape,-30.711788,28.222141
philipstown,northern cape,-30.437325,24.472611
phillipsdale,eastern cape,-31.821256,28.144724
phirentsa,eastern cape,-30.587158,28.264933
phiring,limpopo,-24.503222,30.692942
phiring,north west,-25.76885,25.161819
phitshane molopo,north west,-25.74942,25.096552
phitshane,north west,-25.74942,25.096552
phitshini,eastern cape,-30.82153,28.718766
phiva,mpumalanga,-25.639068,31.776086
phoenix hill,kwazulu natal,-30.611281,29.817046
phoenix park,kwazulu natal,-30.611281,29.817046
phoenix,kwazulu natal,-29.704281,30.976104
phoenix,mpumalanga,-26.07098,29.204512
phoffu,limpopo,-23.802341,28.928904
phokeng,north west,-25.567324,27.159618
phokwane,limpopo,-24.869052,29.734263
pholela,kwazulu natal,-28.715677,30.857327
pholile,eastern cape,-30.891034,28.520459
pholofolo,north west,-27.666667,25.016667
pholoholo,north west,-27.637282,24.983529
pholotsi,limpopo,-24.038981,28.899361
phomolong,north west,-26.890439,23.242251
phosiri,limpopo,-24.365201,29.700483
photohlogwane,limpopo,-24.916667,29.833333
photsaneng,north west,-25.681422,27.377247
phrintsu,eastern cape,-30.587158,28.264933
phugwane,limpopo,-22.978924,30.788214
phungwe,limpopo,-24.694003,31.47575
phutaditjhaba,free state,-28.52423,28.81582
phuthaditjhaba,free state,-28.52423,28.81582
phuthing,eastern cape,-30.232018,28.487455
phuting,north west,-25.173867,27.200349
pie hock,eastern cape,-30.981174,26.09251
pienaar's river,limpopo,-25.204167,28.301111
pienaarsrivier nedersetting,gauteng,-25.325556,28.308611
pienaarsrivier,limpopo,-25.204167,28.301111
piensrand,kwazulu natal,-27.416667,30.833333
pierings,northern cape,-30.073675,21.312023
pieserton house,northern cape,-28.55,23.283333
pietermaritsburg,kwazulu natal,-29.616785,30.39278
pietermaritzburg,kwazulu natal,-29.616785,30.39278
pietersburg,limpopo,-23.904485,29.468851
pieterskop,free state,-30.508467,26.548171
piet plessis,north west,-26.163531,24.411924
piet retief,mpumalanga,-27.007063,30.813231
piet se bos,north west,-27.213081,23.241717
pifane,eastern cape,-30.649971,28.931935
piffway,eastern cape,-33.433333,26.733333
piketberg,western cape,-32.90323,18.757043
piketburg,western cape,-32.90323,18.757043
pilanesberg,north west,-25.248525,27.109686
pilansberg,north west,-25.248525,27.109686
pile,limpopo,-22.769723,30.474627
pilgrim's rest,mpumalanga,-24.905016,30.753335
pilgrimsrust,eastern cape,-31.022417,26.833084
pimville,gauteng,-26.272301,27.906818
pine cleugh,kwazulu natal,-30.614686,29.305873
pinedene,gauteng,-25.916111,28.232778
pinegrove,western cape,-33.950258,19.602742
pinelands,kwazulu natal,-29.833333,30.85
pinelands,western cape,-33.934769,18.517694
pine tops,eastern cape,-32.738494,28.206576
pinetown,kwazulu natal,-29.820677,30.88674
pineview,western cape,-34.156963,19.003565
pinewood,mpumalanga,-26.1,28.8
pinkie,limpopo,-23.527091,28.996505
piquetberg,western cape,-32.90323,18.757043
pirie,eastern cape,-32.783333,27.216667
pisgah,kwazulu natal,-30.683333,29.883333
pitsaneng,limpopo,-24.632042,29.587375
pitsane,north west,-25.74942,25.096552
pitsani,north west,-25.74942,25.096552
pitsedisulejang,north west,-25.025921,26.482007
pitshaneng,limpopo,-24.632042,29.587375
pitsong,north west,-27.594276,24.86554
plaaffontein,eastern cape,-31.383333,25.8
plaaitjiesfontein,free state,-29.315055,26.533923
plaatfontein,eastern cape,-30.934132,26.982243
plaathoek,northern cape,-29.666667,17.566667
plaatjesdam,northern cape,-28.711761,22.582904
plaatjiesdam,northern cape,-28.711761,22.582904
platana,eastern cape,-30.850404,28.372665
platdam,northern cape,-30.883333,21.6
platdrift,western cape,-33.570086,20.805196
plathuis,western cape,-33.629884,20.946057
platklip,limpopo,-24.9,29.683333
platrand,free state,-29.167529,26.623295
platreef,limpopo,-23.986657,28.908156
platsambok,northern cape,-30.00013,22.452196
pleasant view,eastern cape,-31.566667,25.783333
pleisterkraal,eastern cape,-30.954184,26.029689
plessislaer,kwazulu natal,-29.633333,30.35
plettenbergbaai,western cape,-34.052742,23.3716
plettenberg bay,western cape,-34.052742,23.3716
plooysberg,northern cape,-29.028001,24.238284
plooysburg,northern cape,-29.028001,24.238284
plumstead,western cape,-34.019091,18.478345
pneil,western cape,-33.893138,18.959314
pniel estates,northern cape,-28.583333,24.383333
pniel mission,northern cape,-28.583333,24.433333
pniel,western cape,-33.893138,18.959314
pofadder,northern cape,-29.128299,19.394915
point,kwazulu natal,-29.864712,31.041259
poklenberg,free state,-29.266667,26.766667
polela,kwazulu natal,-29.762805,29.855983
police post,kwazulu natal,-30.926502,30.297458
polite,eastern cape,-30.451968,28.634731
poljaspoort,northern cape,-29.140253,22.376778
pollockshaws,eastern cape,-33.775957,25.594831
polokwane,limpopo,-23.904485,29.468851
pomeroy,kwazulu natal,-28.552922,30.425017
pomfret,north west,-25.815603,23.524422
pongola,kwazulu natal,-27.378076,31.61904
pontsene,eastern cape,-30.2,28.85
pontseng,eastern cape,-30.448247,28.590604
pony,limpopo,-24.85,27.1
poortje,free state,-30.660962,26.678449
poortjie,free state,-29.447709,26.455711
kwagubevu,eastern cape,-31.665788,28.379763
kwaguga,eastern cape,-30.920868,29.139609
kwa-gulwa,eastern cape,-31.688919,29.130818
kwa-guqaza,eastern cape,-31.703154,29.048641
kwagwalani,eastern cape,-33.315284,27.060133
kwagxubana,eastern cape,-31.771987,27.970413
kwahadi,eastern cape,-32.392404,28.613651
kwahala,eastern cape,-31.731503,27.600404
kwa-herman,eastern cape,-31.675008,28.529081
kwahlati,eastern cape,-31.130689,29.851239
kwahlombe,eastern cape,-30.662818,29.16641
kwahlomendlini,kwazulu natal,-30.79011,30.022956
kwahlomendlwini,eastern cape,-30.331307,28.746264
kwahome,eastern cape,-31.208581,29.75612
kwa-hoyi,eastern cape,-33.216877,27.297213
kwa-hoza,eastern cape,-33.177553,26.906979
kwaillophe,kwazulu natal,-29.493172,30.889497
kwajaji,eastern cape,-33.378691,27.132725
kwajobe,kwazulu natal,-27.549999,32.275616
kwajozana,kwazulu natal,-27.623903,32.427021
kwajozana,eastern cape,-30.855139,28.681134
kwa-kahla,eastern cape,-31.569487,28.496695
kwakanya,eastern cape,-30.654961,29.109348
kwakati,eastern cape,-30.912175,29.720622
kwakesa,eastern cape,-30.613737,28.809815
kwakotilitye,eastern cape,-32.123806,26.590724
kwakouletsi,limpopo,-23.244983,27.932299
kwa-kumba,eastern cape,-31.023727,29.19464
kwakwebulana,eastern cape,-32.01279,27.696459
kwalanga,eastern cape,-30.85949,28.689903
kwalibalele,eastern cape,-33.169829,27.018196
kwa lubilo,eastern cape,-33.316667,27.116667
kwalugedlane,mpumalanga,-25.730859,31.813211
kwa-luka,north west,-25.466667,27.166667
kwa-lutiko,eastern cape,-33.35,27.016667
kwaluvundu,eastern cape,-32.293577,28.574743
kwamacibe,eastern cape,-32.5,28.4
kwamaci,kwazulu natal,-30.653865,29.806072
kwa-madiba,eastern cape,-31.192301,29.04263
kwamadibaneng,limpopo,-23.219062,27.981074
kwamadlala,kwazulu natal,-30.611542,30.437476
kwamagadla,eastern cape,-30.356974,28.697563
kwamagaza,kwazulu natal,-28.616667,31.333333
kwamagcakini,eastern cape,-30.276409,29.735237
kwa-magcude,eastern cape,-31.258176,29.337483
kwamagoda,kwazulu natal,-29.911684,30.254667
kwa-magqadazeni,eastern cape,-31.133885,29.130367
kwamagubane,kwazulu natal,-29.297216,30.928635
kwamagwaza,kwazulu natal,-28.616667,31.333333
kwamagwaza mission station,kwazulu natal,-28.616667,31.333333
kwamahlati,kwazulu natal,-28.270947,31.42982
kwamahlazeka,eastern cape,-30.782676,28.668959
kwamahomba,eastern cape,-32.70995,28.039008
kwamaile,north west,-25.441517,27.28165
kwamajija,eastern cape,-31.640334,28.291373
kwamakhutha,kwazulu natal,-30.025295,30.861297
kwamakubung,north west,-25.894163,25.542967
kwama,eastern cape,-31.283155,29.039369
kwa-mampengeni,eastern cape,-31.246077,29.06486
kwamanci,eastern cape,-30.931214,29.485894
kwamandlakazi,kwazulu natal,-28.024142,31.719209
kwamandulu,mpumalanga,-25.813615,31.851933
kwamankonjane,kwazulu natal,-29.211158,29.661998
kwamantlole,mpumalanga,-25.166667,28.433333
kwamanzikraka,eastern cape,-32.121704,26.710806
kwamapeyana,kwazulu natal,-29.429433,30.907728
kwamaqikizana,kwazulu natal,-30.34069,30.346058
kwamaqokomela,kwazulu natal,-29.452465,30.904343
kwa-maqosha,eastern cape,-33.159384,27.075981
kwa-maradede,eastern cape,-31.779609,28.81063
kwamashu,kwazulu natal,-29.751053,30.962036
kwamasobe,mpumalanga,-25.156667,28.413056
kwamatatani,limpopo,-23.216667,30.333333
kwamateni,kwazulu natal,-28.018716,31.665214
kwamatikiring,north west,-25.9,25.633333
kwamawanda,kwazulu natal,-28.490271,31.604861
kwamaxaka,eastern cape,-31.553642,29.01936
kwamaya,eastern cape,-31.666953,29.168419
kwamayijl,eastern cape,-32.307841,28.76711
kwamazamisa,eastern cape,-32.233333,28.7
kwa-mbanyaru,eastern cape,-31.933333,29.016667
kwambekeni,eastern cape,-31.77987,28.009907
kwambhali,eastern cape,-31.651546,26.958698
kwambiba,eastern cape,-30.873251,29.582623
kwambobo,eastern cape,-30.237526,28.661848
kwa-mbokotwebomvu,eastern cape,-31.4,29.65
kwambombela,eastern cape,-31.939955,27.836337
kwambonambi,kwazulu natal,-28.598273,32.089395
kwambongendlu,eastern cape,-32.508068,28.056193
kwambonia,kwazulu natal,-27.383333,32.6
kwamboto,kwazulu natal,-30.586594,30.066257
kwamcatuve,eastern cape,-31.866667,27.633333
kwamdange,eastern cape,-32.505248,28.247717
kwamganu,eastern cape,-32.1,28.916667
kwamgcodo,eastern cape,-31.489678,27.555189
kwamgwagwa,kwazulu natal,-29.623674,30.173151
kwamhaga,eastern cape,-31.720407,28.407036
kwamhlanga,gauteng,-25.430006,28.712183
kwamhlaza,eastern cape,-31.343127,29.349598
kwamhlekwa,eastern cape,-33.305066,27.12122
kwamiya,eastern cape,-31.618952,28.651729
kwamjanyane,eastern cape,-31.795674,29.238031
kwamjiji,kwazulu natal,-27.25,32.65
kwamjo,eastern cape,-32.583333,28.366667
kwamkhiza,kwazulu natal,-29.253056,29.634286
kwamkhize,kwazulu natal,-29.233333,29.65
kwamkololwana,eastern cape,-30.823115,29.936227
kwa-mkontwana,eastern cape,-33.366667,27.016667
kwam,eastern cape,-31.283155,29.039369
kwamlamula,kwazulu natal,-27.256264,32.537957
kwa-mlawu,eastern cape,-31.842287,28.934836
kwamlawu,eastern cape,-31.899009,29.097002
kwamleko,eastern cape,-30.487577,28.536336
kwamlimisi,kwazulu natal,-27.36838,31.468941
kwammatlhwaela,north west,-25.230616,28.00965
kwa-mnqanqeni,eastern cape,-31.766667,27.533333
kwamntoqotho,kwazulu natal,-29.61346,30.239112
kwamnyaisa,kwazulu natal,-27.666667,32.416667
kwamnyamana,eastern cape,-30.644313,28.768622
kwamogwase,north west,-25.185052,27.266543
kwampeko,eastern cape,-33.376847,27.092849
kwamphephethwa,kwazulu natal,-29.84545,29.819828
kwampisi,eastern cape,-31.079612,29.889016
kwampotulo,eastern cape,-32.04075,27.701546
kwampumuza,kwazulu natal,-29.678163,30.162919
kwamshaya,kwazulu natal,-28.42319,32.069846
kwamshiwa,kwazulu natal,-30.658451,30.069509
kwamtebele,eastern cape,-32.183333,28.116667
kwamthole,kwazulu natal,-28.170541,32.119041
kwamtintsilana,eastern cape,-32.4,28.05
kwamtonjana,eastern cape,-31.65,27.316667
kwa-mtyatyamba,eastern cape,-31.783333,27.916667
kwamudubung,north west,-25.983333,27.233333
kwamvemve,eastern cape,-33.207798,27.175574
kwamwema,kwazulu natal,-29.566667,30.9
kwamyataza,eastern cape,-32.183333,28.766667
kwanaqutywa,eastern cape,-31.766667,29.233333
kwancani,eastern cape,-31.662502,26.801601
kwancwane,eastern cape,-33.120475,27.048227
kwandaba,kwazulu natal,-29.133333,29.716667
kwa-ndaba,eastern cape,-33.256805,27.325053
kwandarana,eastern cape,-30.65326,29.186553
kwa-ndata,eastern cape,-31.857251,29.229075
kwandavini,eastern cape,-30.870068,29.433828
kwandengezi,kwazulu natal,-29.837509,30.777772
kwandesane,eastern cape,-32.55,28.283333
kwandibaniso,eastern cape,-31.92197,27.927996
kwandima,eastern cape,-31.639142,28.304483
kwa-ndinja,eastern cape,-31.893807,28.940797
kwanditya,eastern cape,-32.071732,28.950732
kwandlangubo,kwazulu natal,-28.769559,31.687315
kwandlangubu,kwazulu natal,-28.769559,31.687315
kwa-ndlangybo,kwazulu natal,-28.769559,31.687315
kwa-ndlankomo,eastern cape,-32.702235,26.965838
kwandlovu,kwazulu natal,-29.334539,30.86478
kwa-ndovelana,eastern cape,-31.446876,29.616438
kwanduku,eastern cape,-32.416667,28.566667
kwangali,eastern cape,-31.916151,27.759759
kwa-ngcamama,eastern cape,-33.2,27.466667
kwa-ngcanasa,eastern cape,-31.04044,28.761199
kwangcanase,eastern cape,-30.887868,28.707375
kwangcolosi,kwazulu natal,-29.716246,30.820233
kwangendezi,kwazulu natal,-29.837509,30.777772
kwangezana,eastern cape,-32.066667,28.733333
kwangongoma,kwazulu natal,-29.564735,31.006742
kwangquwa,eastern cape,-33.130923,27.029279
kwangudle,eastern cape,-31.916218,27.744661
kwangutyana,eastern cape,-30.930174,29.723743
kwanguza,kwazulu natal,-30.504643,30.096993
kwa-ngxabane,eastern cape,-31.057127,28.800621
kwangxuthu,eastern cape,-31.95,27.5
kwanibela,kwazulu natal,-27.873907,32.457969
kwanikwe,eastern cape,-30.890222,29.878311
kwa-ninwayo,eastern cape,-31.891669,28.901727
kwanjana,eastern cape,-32.312657,28.492902
kwa-njeya,eastern cape,-31.037196,29.445985
kwankau,eastern cape,-30.25,28.533333
kwankunswana,kwazulu natal,-30.636157,30.179038
kwanobhena,kwazulu natal,-29.48406,30.631422
kwanobhokwe,eastern cape,-31.9,27.85
kwanobhule,eastern cape,-33.817557,25.388413
kwanobuhle,eastern cape,-33.817557,25.388413
kwanokatana,eastern cape,-32.152522,28.505171
kwanokepeyi,eastern cape,-31.599544,27.698458
kwa-nolokoza,eastern cape,-31.35,29.116667
kwa-nomadola,eastern cape,-32.664645,26.944747
kwanompondo,kwazulu natal,-28.067205,32.167875
kwa-nomsenge,eastern cape,-31.542439,29.454201
kwanonceba,north west,-24.93468,26.720325
kwanongxeke,eastern cape,-32.133333,28.466667
kwanonhlanga,kwazulu natal,-30.81175,30.152937
kwanonjinjikazi,kwazulu natal,-27.062527,32.134852
kwanontsinga,eastern cape,-32.616667,28.366667
kwa-notaza,eastern cape,-31.023892,29.04965
kwa-nozizityana,eastern cape,-31.069319,28.735381
kwanqana,eastern cape,-30.769525,28.652122
kwa-ntabezulu,eastern cape,-31.94518,28.545882
kwa-ntambula,eastern cape,-31.194049,29.446107
kwantandayo,eastern cape,-31.416667,29.333333
kwa-ntiskwe,eastern cape,-31.124514,28.785915
kwantloko,eastern cape,-32.287577,28.739833
kwa-ntshoma,eastern cape,-31.853482,29.002452
kwa-nyabeni,eastern cape,-31.125347,29.097657
kwanyana,kwazulu natal,-30.929487,30.098753
kwanyana,eastern cape,-31.666667,29.266667
kwanyathi,eastern cape,-30.939505,29.185439
kwa-nyembezi,eastern cape,-31.45659,28.625974
kwa-nyokana,eastern cape,-31.092016,29.01252
kwanyuswa,kwazulu natal,-29.400868,30.951192
kwanzimakwe,kwazulu natal,-30.976159,30.23386
kwa-nzolo,eastern cape,-31.594957,28.213265
kwanzolo,eastern cape,-31.646184,28.185143
kwa-pahla,eastern cape,-31.687633,28.442033
kwapalani,eastern cape,-30.665042,28.873266
kwapewuta,eastern cape,-32.066667,28.7
kwa-phake,mpumalanga,-25.148333,28.4825
kwapheshe,kwazulu natal,-29.884126,30.005186
kwa-pikoli,eastern cape,-33.194414,26.973343
kwapita,eastern cape,-32.883333,26.966667
kwaposi,eastern cape,-33.2,27.566667
kwa-qala,eastern cape,-31.316667,28.466667
kwaqala,eastern cape,-31.332018,28.486461
kwa-qeda,eastern cape,-31.105641,29.801311
kwaqiko,kwazulu natal,-30.152348,30.526956
kwaqiya,eastern cape,-31.683333,28.433333
kwaqoba,eastern cape,-31.716667,27.966667
kwa-qoboshendlini,eastern cape,-31.526334,29.403552
kwaqukuswayo,eastern cape,-31.541809,29.355962
kwaqungebe,eastern cape,-30.785668,29.655996
kwaraphiri,north west,-25.13669,27.049764
kwarasi,eastern cape,-32.2,28.9
kwaratsiepane,north west,-25.333643,28.091334
kwarela,eastern cape,-31.616177,29.374716
kwaring,limpopo,-23.136786,28.93463
kwarriekraal,north west,-25.053428,27.641316
kwarrielaagte,mpumalanga,-25.316667,29.266667
kwarsspruit,mpumalanga,-25.681985,29.214302
kwartfontein,free state,-30.201927,26.675861
kwarwayi,kwazulu natal,-30.052885,30.692377
kwasaba,eastern cape,-31.689462,28.481675
kwasandanezwe,kwazulu natal,-29.875225,30.020664
kwasandile,eastern cape,-33.15,27.533333
kwasanti,kwazulu natal,-30.485692,30.155259
kwasetlopo,north west,-25.936628,25.654933
kwashiya,kwazulu natal,-27.557025,32.45603
kwashwini,eastern cape,-31.909304,27.526767
kwasibonda,eastern cape,-30.17626,29.025941
kwasidumo,eastern cape,-31.883333,29.016667
kwasilatsha,eastern cape,-32.737061,28.071188
kwasipunu,mpumalanga,-25.845043,31.846344
kwasogula,eastern cape,-32.05,28.583333
kwasongwevu,eastern cape,-32.25,28.816667
kwasonto,kwazulu natal,-27.273808,32.629572
kwatanda,eastern cape,-31.65,27.033333
kwathema,gauteng,-26.295754,28.400089
kwathunzi,kwazulu natal,-29.620111,29.641909
kwa-tlaseng,north west,-25.474408,27.35087
kwatshatshu,eastern cape,-31.851191,27.329619
kwatshelamfake,limpopo,-23.272456,27.95178
aan de doorns,western cape,-33.698318,19.490467
aandenk,eastern cape,-31.712196,25.63099
aangenaam,western cape,-33.492997,22.650004
aangewysd,mpumalanga,-26.290828,29.275429
aanhou,free state,-30.533406,26.992765
aankomst,mpumalanga,-26.98796,29.739675
aapdraai,north west,-25.483333,26.166667
aarbossiesplaat,eastern cape,-31.163179,26.199167
aasfontein,western cape,-34.7654,19.856122
aasvoelkop,eastern cape,-31.683333,25.533333
aasvogelboom,north west,-25.233333,27.866667
abbey,north west,-26.566667,22.733333
abbotspoort,limpopo,-23.451364,28.091118
abelsruhe,eastern cape,-31.024012,25.642813
aberdeen,eastern cape,-32.475881,24.065252
aberdour,eastern cape,-31.896014,25.982005
aberfeldy,free state,-28.231054,28.857114
aboretum,kwazulu natal,-28.756846,32.061743
aboyne,kwazulu natal,-28.666667,32.033333
abramskraal,free state,-29.133333,26.816667
abrasive,limpopo,-23.133333,29.416667
acme,kwazulu natal,-28.593495,32.188436
acornhoek,limpopo,-24.587798,31.094672
acton homes,kwazulu natal,-28.641221,29.406465
adams college,kwazulu natal,-30.031986,30.815679
adams mission,kwazulu natal,-30.031986,30.815679
adams mission station,kwazulu natal,-30.031986,30.815679
adams m.s.,kwazulu natal,-30.031986,30.815679
adcock,eastern cape,-33.933333,25.566667
adderley,north west,-27.181825,23.26611
addington,kwazulu natal,-29.85,31.033333
addney,limpopo,-23.193273,28.968238
addo,eastern cape,-33.552638,25.696665
adelaide,eastern cape,-32.707468,26.295638
aden,free state,-29.772627,26.575412
adendorp,eastern cape,-32.299517,24.553614
adriaanshoop,limpopo,-24.8,26.85
afrikaskop,free state,-28.2,28.7
afsondering,eastern cape,-30.163888,28.959668
afzondering,eastern cape,-30.163888,28.959668
agatha,kwazulu natal,-28.2,30.75
aggeneis,northern cape,-29.207674,18.842393
aggeneys,northern cape,-29.207674,18.842393
agincourt,limpopo,-24.821851,31.254844
agnes,eastern cape,-31.696114,27.033337
agnes rest,eastern cape,-31.687665,27.019174
agulhas,western cape,-34.822297,20.017338
ahrens,kwazulu natal,-29.062592,30.754607
ainslie,north west,-26.618124,23.823493
airlie,eastern cape,-31.616667,25.666667
akasia,gauteng,-25.656111,28.092778
akron,north west,-26.8,23.75
alabama,north west,-26.866667,26.583333
albanie,north west,-27.344276,23.829446
albert,kwazulu natal,-29.440393,30.43344
albert,north west,-27.296769,23.502676
albert falls,kwazulu natal,-29.440393,30.43344
albertina,western cape,-34.205435,21.580006
albertinia,western cape,-34.205435,21.580006
albertiniahotel,western cape,-34.205435,21.580006
alberton,gauteng,-26.265207,28.140595
albertynsville,gauteng,-26.266667,27.85
alcockspruit,kwazulu natal,-27.912508,30.001128
aldam,free state,-28.288348,27.1623
alderley,eastern cape,-32.1,28.8
alderly,kwazulu natal,-30.152347,30.331516
aldinville,kwazulu natal,-29.389426,31.246065
alettasrus,north west,-26.649995,24.49941
alettasrust,north west,-26.649995,24.49941
alexanderbaai,northern cape,-28.596078,16.485355
alexander bay,northern cape,-28.596078,16.485355
alexandersfontein hotel,free state,-28.816667,24.8
alexandra,gauteng,-26.105284,28.098836
alexandria,eastern cape,-33.653461,26.412676
alexandria,mpumalanga,-24.960931,31.166171
alfa,free state,-29.580667,25.600822
alfalfa,eastern cape,-31.215029,26.284762
alfalfa,western cape,-33.773316,19.538367
algiers,north west,-26.618886,24.063466
algoapark,eastern cape,-33.900062,25.563052
alheit,northern cape,-28.755319,20.535768
alice,eastern cape,-32.787493,26.834396
alicedale,eastern cape,-31.470907,25.864314
alida,free state,-29.440132,27.300014
aliwal-noord,eastern cape,-30.693664,26.711407
aliwal north,eastern cape,-30.693664,26.711407
alkmaar,mpumalanga,-25.456452,30.840375
allandale,free state,-28.845517,27.128895
allandale,limpopo,-24.706864,31.308957
allanridge,free state,-27.754306,26.643825
alldays,limpopo,-22.66392,29.093362
allemansdrif,mpumalanga,-25.11399,28.909493
allemanskraal,eastern cape,-33.233333,24.3
allemansvlei,eastern cape,-31.497483,25.843939
allendale,free state,-28.845517,27.128895
allendale,eastern cape,-31.703608,26.26288
allerton,kwazulu natal,-30.551513,30.537107
all saints,eastern cape,-31.65,28.05
all saints mission,eastern cape,-31.65,28.05
